AGE,WORKCLASS,EDUCATION,EDUCATIONNUM,MARITALSTATUS,OCCUPATION,RELATIONSHIP,RACE,SEX,HOURSPERWEEK,ABOVE50K,INCOME
26, Private, Some-college,10,Not Married, Sales, Not-in-family, Black,Male,35,0,39304
37, Private, Some-college,10,Not Married, Transport-moving, Not-in-family,White,Male,40,0,30649
25, Private, 10th,6,Married, Transport-moving, Husband,White,Male,40,0,41697
65, Private, 10th,6,Married, Handlers-cleaners, Husband,White,Male,22,1,107102
39, Private, Bachelors,13,Not Married, Sales, Not-in-family, Asian-Pac-Islander,Male,40,0,30600
36, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,38674
37, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,45,0,30556
23, Private, HS-grad,9,Not Married, Sales, Own-child,White,Male,40,0,30583
34, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,53392
63, Self-emp-not-inc, Bachelors,13,Married, Prof-specialty, Husband,White,Male,20,0,39470
59, Private, HS-grad,9,Married, Other-service, Not-in-family,White,Female,35,0,30675
49, Self-emp-not-inc, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,35471
62, ?, 9th,5,Not Married, ?, Unmarried,White,Female,40,0,30563
17, Private, 11th,7,Not Married, Sales, Own-child,White,Female,9,0,30647
28, Private, 10th,6,Married, Handlers-cleaners, Husband,White,Male,30,0,30566
45, Federal-gov, Bachelors,13,Married, Handlers-cleaners, Husband,White,Male,40,0,37040
40, Self-emp-inc, Bachelors,13,Married, Prof-specialty, Husband,White,Male,60,0,30656
45, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30640
20, Private, 9th,5,Not Married, Machine-op-inspct, Own-child,White,Male,40,0,30672
19, ?, 10th,6,Not Married, ?, Not-in-family,White,Female,38,0,46389
59, Local-gov, Bachelors,13,Married, Exec-managerial, Wife,White,Female,22,1,80890
41, Private, HS-grad,9,Not Married, Transport-moving, Unmarried,White,Male,40,0,33122
49, Local-gov, Some-college,10,Not Married, Exec-managerial, Unmarried,White,Male,48,1,67996
37, Private, Assoc-voc,11,Not Married, Sales, Not-in-family,White,Male,45,1,69952
31, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,45,0,30684
21, Private, Some-college,10,Not Married, Handlers-cleaners, Own-child,White,Male,40,0,43876
27, Private, Bachelors,13,Not Married, Tech-support, Not-in-family,White,Female,15,0,30648
20, ?, HS-grad,9,Not Married, ?, Other-relative,White,Male,40,0,30678
51, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Female,40,0,40056
46, Private, 1st-4th,2,Married, Handlers-cleaners, Husband,White,Male,40,0,30588
48, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,60,1,58532
39, Local-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30740
50, Private, Assoc-acdm,12,Married, Handlers-cleaners, Husband, Black,Male,45,1,65199
41, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,53326
21, Private, Some-college,10,Not Married, Prof-specialty, Not-in-family,White,Female,25,0,30615
54, Self-emp-inc, Assoc-acdm,12,Married, Sales, Husband,White,Male,50,1,52270
40, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,53266
44, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,41,0,30635
50, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,50,1,114557
42, Private, Some-college,10,Not Married, Exec-managerial, Unmarried,White,Female,45,0,30657
34, Private, HS-grad,9,Not Married, Craft-repair, Not-in-family,White,Male,40,0,30689
46, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30670
35, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,42138
38, Private, Assoc-acdm,12,Married, Prof-specialty, Husband,White,Male,40,1,53378
37, Private, Prof-school,15,Not Married, Prof-specialty, Not-in-family,White,Male,36,1,131587
30, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30719
22, Private, Bachelors,13,Not Married, Exec-managerial, Own-child,White,Female,40,0,35437
21, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Male,40,0,30689
40, Private, Preschool,1,Married, Adm-clerical, Own-child,White,Male,40,0,30653
56, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,55,0,44469
48, Private, 9th,5,Married, Machine-op-inspct, Husband,White,Male,40,0,30688
21, Private, Assoc-voc,11,Not Married, Other-service, Own-child,White,Female,36,0,30606
52, Private, 11th,7,Married, Craft-repair, Not-in-family,White,Male,40,0,30674
60, Local-gov, Masters,14,Married, Exec-managerial, Husband,White,Male,50,1,87714
45, Private, Doctorate,16,Married, Prof-specialty, Husband,White,Male,50,1,67541
30, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,45,0,30609
31, Private, HS-grad,9,Married, Sales, Husband,White,Male,40,0,30668
43, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,35,0,35171
36, Private, 9th,5,Married, Craft-repair, Husband,White,Male,35,0,30609
42, Private, Prof-school,15,Married, Prof-specialty, Husband,White,Male,60,0,43667
28, Local-gov, Masters,14,Married, Prof-specialty, Wife,White,Female,35,1,67379
62, Private, Prof-school,15,Married, Craft-repair, Husband,White,Male,45,1,115783
65, ?, HS-grad,9,Not Married, ?, Not-in-family,White,Female,40,0,30642
45, Private, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,40,1,68367
47, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,38,1,100812
43, Private, Assoc-acdm,12,Married, Sales, Husband,White,Male,40,0,30734
24, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,35,0,33838
44, Private, HS-grad,9,Not Married, Other-service, Unmarried,White,Female,39,0,33295
25, Private, HS-grad,9,Not Married, Exec-managerial, Own-child,White,Male,25,0,30632
21, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,30572
29, Private, Assoc-voc,11,Married, Prof-specialty, Husband,White,Male,43,0,30608
21, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,40,0,30588
41, Self-emp-inc, Prof-school,15,Married, Prof-specialty, Husband,White,Male,45,1,53204
64, ?, Bachelors,13,Married, ?, Wife, Black,Female,8,0,31594
55, Self-emp-not-inc, Some-college,10,Married, Transport-moving, Husband,White,Male,99,0,30685
42, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,35569
63, Self-emp-not-inc, HS-grad,9,Married, Farming-fishing, Husband,White,Male,35,0,33459
21, Private, Some-college,10,Not Married, Sales, Own-child,White,Male,24,0,30606
28, Private, Assoc-voc,11,Not Married, Sales, Unmarried,White,Female,55,0,42895
45, Private, HS-grad,9,Married, Sales, Wife,White,Female,35,0,30554
21, Private, HS-grad,9,Not Married, Other-service, Own-child,White,Female,40,0,39468
34, Private, Masters,14,Married, Prof-specialty, Wife, Asian-Pac-Islander,Female,40,1,81098
53, Private, 12th,8,Not Married, Other-service, Not-in-family, Other,Female,35,0,38138
45, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30720
47, Private, HS-grad,9,Not Married, Priv-house-serv, Not-in-family,White,Female,4,0,46509
41, Private, 11th,7,Not Married, Exec-managerial, Unmarried,White,Female,36,0,30605
35, Private, Bachelors,13,Married, Exec-managerial, Wife,White,Female,30,1,77166
43, Self-emp-inc, Masters,14,Married, Exec-managerial, Husband,White,Male,50,1,51934
53, Local-gov, 1st-4th,2,Married, Other-service, Husband,White,Male,32,0,30571
34, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,45,0,30613
46, Federal-gov, Assoc-voc,11,Married, Adm-clerical, Husband,White,Male,40,1,53349
59, Private, Assoc-acdm,12,Married, Exec-managerial, Not-in-family,White,Female,40,1,53310
53, Private, Bachelors,13,Not Married, Exec-managerial, Unmarried, Asian-Pac-Islander,Male,50,0,30655
33, Private, 7th-8th,4,Not Married, Handlers-cleaners, Not-in-family, Black,Male,35,0,30709
45, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,50,0,30667
48, Self-emp-inc, Masters,14,Married, Sales, Husband,White,Male,40,1,93460
42, Private, Some-college,10,Not Married, Adm-clerical, Unmarried,White,Female,40,0,30705
55, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,72,1,53398
46, Self-emp-not-inc, HS-grad,9,Married, Transport-moving, Husband,White,Male,50,0,30697
17, Private, 11th,7,Not Married, Sales, Own-child,White,Female,16,0,30712
23, Private, Some-college,10,Not Married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo,Female,35,0,30749
21, Private, HS-grad,9,Not Married, Transport-moving, Not-in-family,White,Male,60,0,30702
53, Federal-gov, HS-grad,9,Not Married, Craft-repair, Not-in-family, Black,Male,40,0,34586
61, Self-emp-inc, HS-grad,9,Married, Exec-managerial, Husband,White,Male,20,1,53206
58, State-gov, HS-grad,9,Not Married, Other-service, Own-child, Black,Male,40,0,30594
36, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30697
45, Local-gov, Some-college,10,Not Married, Adm-clerical, Unmarried, Black,Female,38,0,30622
39, Private, Bachelors,13,Married, Craft-repair, Wife,White,Female,30,1,69013
39, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Female,50,1,53296
48, Self-emp-inc, Doctorate,16,Married, Exec-managerial, Wife,White,Female,40,1,53316
41, Private, Bachelors,13,Married, Tech-support, Husband,White,Male,38,0,30748
30, Private, Assoc-acdm,12,Married, Prof-specialty, Husband,White,Male,40,0,46707
50, Private, Assoc-acdm,12,Not Married, Craft-repair, Not-in-family, Black,Male,45,0,39190
51, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,48,1,58319
23, Private, Some-college,10,Not Married, Sales, Unmarried,White,Female,40,0,30719
41, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,60,0,34562
47, Federal-gov, HS-grad,9,Married, Adm-clerical, Husband,White,Male,70,0,30743
51, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,55,0,39198
60, Self-emp-inc, HS-grad,9,Married, Other-service, Husband,White,Male,40,0,30572
51, Private, Bachelors,13,Not Married, Tech-support, Unmarried,White,Female,40,0,37262
20, Local-gov, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,40,0,30682
29, Local-gov, HS-grad,9,Not Married, Transport-moving, Own-child,White,Female,37,0,30604
42, State-gov, Some-college,10,Married, Protective-serv, Husband, Black,Male,48,0,30720
32, Private, HS-grad,9,Not Married, Other-service, Not-in-family, Black,Female,16,0,42429
19, Private, 12th,8,Not Married, Sales, Other-relative,White,Male,40,0,30596
34, Private, Assoc-voc,11,Married, Adm-clerical, Husband, Black,Male,45,1,61740
48, Private, HS-grad,9,Married, Machine-op-inspct, Not-in-family,White,Female,48,0,46114
38, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30724
38, Private, Prof-school,15,Not Married, Prof-specialty, Not-in-family,White,Female,50,1,109444
40, Self-emp-not-inc, Bachelors,13,Married, Craft-repair, Husband,White,Male,50,0,43217
39, Private, Masters,14,Not Married, Exec-managerial, Not-in-family,White,Male,50,1,105123
38, Private, Masters,14,Married, Exec-managerial, Husband, Black,Male,40,0,34938
26, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,40,0,30615
23, State-gov, Some-college,10,Not Married, Prof-specialty, Own-child,White,Male,10,0,30623
20, Private, 5th-6th,3,Not Married, Handlers-cleaners, Other-relative,White,Male,40,0,41977
49, Private, Bachelors,13,Married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo,Male,40,0,30572
23, Private, HS-grad,9,Not Married, Adm-clerical, Own-child, Black,Female,40,0,40882
47, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,1,68661
43, Private, Some-college,10,Married, Protective-serv, Husband,White,Male,40,0,30673
56, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,30,0,30717
60, Self-emp-not-inc, 11th,7,Married, Farming-fishing, Husband,White,Male,35,0,30650
29, Private, HS-grad,9,Not Married, Sales, Own-child,White,Male,40,0,30677
25, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family, Black,Female,38,0,30749
39, Private, Assoc-voc,11,Not Married, Machine-op-inspct, Not-in-family,White,Male,40,0,30689
37, Private, Assoc-voc,11,Not Married, Adm-clerical, Not-in-family, Other,Female,35,0,30708
38, Private, Bachelors,13,Not Married, Exec-managerial, Not-in-family,White,Male,45,0,36716
47, Private, HS-grad,9,Not Married, Tech-support, Not-in-family,White,Female,36,0,30666
50, Self-emp-not-inc, Prof-school,15,Not Married, Sales, Not-in-family,White,Male,50,1,108212
64, Self-emp-not-inc, HS-grad,9,Married, Farming-fishing, Husband,White,Male,40,1,90096
35, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,0,30554
25, ?, 11th,7,Not Married, ?, Unmarried,White,Female,40,0,30569
42, Private, Bachelors,13,Married, Prof-specialty, Husband,White,Male,44,1,75922
51, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,40,0,30739
21, Private, HS-grad,9,Not Married, Other-service, Not-in-family,White,Male,40,0,30625
53, Self-emp-not-inc, Masters,14,Not Married, Exec-managerial, Not-in-family,White,Male,50,1,53390
29, Private, Assoc-voc,11,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30651
34, Private, Prof-school,15,Married, Exec-managerial, Husband,White,Male,50,0,46307
37, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,50,1,97890
20, Private, 12th,8,Not Married, Adm-clerical, Own-child,White,Female,40,0,30583
18, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Male,50,0,30684
57, Private, Some-college,10,Married, Exec-managerial, Husband,White,Male,45,1,79554
47, ?, Assoc-voc,11,Married, ?, Husband,White,Male,40,1,53374
27, Private, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30706
23, Self-emp-inc, Assoc-voc,11,Not Married, Craft-repair, Not-in-family,White,Male,50,0,30640
36, Self-emp-inc, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,60,0,30667
48, Private, HS-grad,9,Not Married, Adm-clerical, Other-relative,White,Female,40,0,30632
40, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,43,0,30652
51, Private, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,16,0,43047
59, Private, 9th,5,Married, Other-service, Husband,White,Male,40,0,30696
32, Private, Some-college,10,Married, Sales, Other-relative, Asian-Pac-Islander,Female,40,0,30551
39, Private, Some-college,10,Not Married, Other-service, Not-in-family,White,Male,40,0,30643
32, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,40,0,30636
38, Private, HS-grad,9,Married, Adm-clerical, Wife,White,Female,40,1,118879
44, State-gov, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Female,38,0,39007
51, Private, HS-grad,9,Married, Tech-support, Husband,White,Male,40,0,30739
54, Private, HS-grad,9,Not Married, Other-service, Other-relative,White,Female,20,0,30609
22, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Female,30,0,38709
19, Private, HS-grad,9,Not Married, Farming-fishing, Own-child,White,Female,40,0,30680
31, Federal-gov, Assoc-acdm,12,Married, Tech-support, Husband,White,Male,45,0,30628
53, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30683
28, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,0,30554
19, Private, HS-grad,9,Not Married, Protective-serv, Not-in-family,White,Male,32,0,30573
40, Federal-gov, Some-college,10,Married, Adm-clerical, Husband, Black,Male,40,1,119641
21, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Male,10,0,43434
39, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,60,1,53208
40, Local-gov, Masters,14,Married, Prof-specialty, Husband,White,Male,35,1,53329
36, Private, HS-grad,9,Married, Prof-specialty, Husband, Asian-Pac-Islander,Male,40,0,33396
18, Private, 9th,5,Not Married, Sales, Own-child,White,Female,42,0,30604
32, Self-emp-inc, Bachelors,13,Married, Sales, Husband,White,Male,55,1,93561
50, Private, HS-grad,9,Married, Prof-specialty, Husband,White,Male,40,0,30726
18, Private, 11th,7,Not Married, Sales, Own-child,White,Male,15,0,30727
19, Private, HS-grad,9,Not Married, Machine-op-inspct, Own-child,White,Male,43,0,30583
53, Private, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,40,1,53397
49, Private, HS-grad,9,Not Married, Other-service, Unmarried, Black,Female,32,0,30708
40, Private, Bachelors,13,Married, Transport-moving, Own-child, Other,Male,45,0,30745
31, Private, Some-college,10,Not Married, Exec-managerial, Own-child,White,Male,40,0,30632
47, Self-emp-not-inc, HS-grad,9,Married, Farming-fishing, Husband,White,Male,35,0,30596
35, Local-gov, Some-college,10,Married, Other-service, Husband,White,Male,40,0,30680
47, Local-gov, Some-college,10,Not Married, Other-service, Own-child,White,Female,20,0,30669
43, Self-emp-not-inc, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Female,20,0,30725
51, Private, Some-college,10,Not Married, Machine-op-inspct, Not-in-family,White,Male,21,0,30573
54, Private, Masters,14,Married, Prof-specialty, Husband,White,Male,40,1,83089
76, Local-gov, 9th,5,Married, Other-service, Husband,White,Male,30,0,30621
33, Private, 7th-8th,4,Not Married, Sales, Not-in-family,White,Male,43,0,34617
19, Private, 12th,8,Not Married, Transport-moving, Own-child,White,Male,15,0,39017
49, Private, Assoc-voc,11,Married, Craft-repair, Husband,White,Male,40,0,36385
26, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,30682
23, Private, Some-college,10,Not Married, Other-service, Own-child,White,Female,15,0,30599
49, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,72831
24, Private, Some-college,10,Not Married, Sales, Not-in-family,White,Male,65,0,30658
48, Private, HS-grad,9,Not Married, Sales, Own-child,White,Male,40,0,36668
36, State-gov, Some-college,10,Married, Protective-serv, Husband,White,Male,40,0,30677
33, Private, 12th,8,Not Married, Adm-clerical, Unmarried,White,Female,40,0,30717
31, Private, Bachelors,13,Married, Prof-specialty, Husband, Asian-Pac-Islander,Male,48,1,53224
53, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,44,1,53367
22, Private, Bachelors,13,Not Married, Adm-clerical, Own-child,White,Female,10,0,30681
43, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30561
31, Private, Assoc-acdm,12,Married, Adm-clerical, Husband,White,Male,40,0,42473
53, State-gov, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Female,40,0,30704
36, Federal-gov, Bachelors,13,Married, Exec-managerial, Husband,White,Male,45,0,30727
47, Local-gov, HS-grad,9,Married, Exec-managerial, Husband,White,Male,40,1,69407
52, Private, Some-college,10,Married, Prof-specialty, Husband,White,Male,40,1,109608
39, Private, HS-grad,9,Not Married, Machine-op-inspct, Unmarried,White,Female,40,0,30661
24, Private, Bachelors,13,Not Married, Sales, Own-child,White,Male,40,0,30560
17, Local-gov, 10th,6,Not Married, Protective-serv, Own-child,White,Female,40,0,30550
53, Local-gov, Masters,14,Married, Prof-specialty, Wife,White,Female,40,1,118761
21, Private, Some-college,10,Not Married, Sales, Own-child,White,Male,40,0,30647
29, Private, Bachelors,13,Not Married, Prof-specialty, Own-child, Asian-Pac-Islander,Male,64,1,65595
34, State-gov, Bachelors,13,Married, Prof-specialty, Husband,White,Male,40,0,30609
28, Private, Some-college,10,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30707
61, Private, Bachelors,13,Married, Sales, Husband,White,Male,40,1,53288
20, Private, HS-grad,9,Married, Handlers-cleaners, Husband,White,Male,60,0,39694
47, State-gov, HS-grad,9,Married, Tech-support, Husband,White,Male,40,0,30698
40, Private, Bachelors,13,Married, Sales, Husband,White,Male,45,1,71294
26, Local-gov, Some-college,10,Not Married, Other-service, Own-child, Black,Female,10,0,30632
53, Private, Some-college,10,Married, Craft-repair, Husband,White,Male,40,1,53272
26, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,50,0,30609
39, Private, Prof-school,15,Married, Sales, Husband,White,Male,99,1,63149
17, Local-gov, 11th,7,Not Married, Prof-specialty, Own-child, Black,Male,15,0,30629
46, Private, Doctorate,16,Not Married, Prof-specialty, Not-in-family,White,Male,40,1,123303
34, Private, Bachelors,13,Married, Sales, Husband,White,Male,40,1,93757
45, Self-emp-not-inc, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Male,45,0,30710
23, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,16,0,40682
41, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30664
26, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Female,40,0,30631
28, Self-emp-not-inc, Bachelors,13,Not Married, Prof-specialty, Not-in-family,White,Female,4,0,30598
18, Self-emp-inc, 11th,7,Not Married, Sales, Own-child,White,Male,15,0,30616
38, Private, HS-grad,9,Not Married, Prof-specialty, Not-in-family,White,Male,40,1,111002
66, ?, Assoc-voc,11,Married, ?, Not-in-family,White,Female,30,0,43957
28, Private, Bachelors,13,Married, Sales, Husband,White,Male,40,1,53217
49, Private, Masters,14,Not Married, Prof-specialty, Not-in-family,White,Male,40,1,53227
29, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,40,0,44075
43, Local-gov, Masters,14,Married, Exec-managerial, Wife, Amer-Indian-Eskimo,Female,50,1,71276
34, State-gov, Masters,14,Not Married, Prof-specialty, Unmarried,White,Female,40,0,30704
30, Private, Assoc-voc,11,Married, Sales, Husband,White,Male,45,1,53259
25, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,63424
27, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,0,30682
25, Private, HS-grad,9,Not Married, Sales, Own-child, Black,Male,40,0,30609
22, Private, Some-college,10,Not Married, Adm-clerical, Own-child,White,Female,40,0,30675
26, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Male,40,0,30710
49, Private, HS-grad,9,Married, Protective-serv, Husband,White,Male,40,0,37196
44, Self-emp-not-inc, HS-grad,9,Married, Craft-repair, Husband,White,Male,50,0,30601
37, Self-emp-not-inc, Assoc-acdm,12,Married, Farming-fishing, Husband,White,Male,50,0,30634
39, Private, Bachelors,13,Not Married, Exec-managerial, Other-relative, Black,Male,45,0,30717
33, Private, HS-grad,9,Not Married, Transport-moving, Unmarried,White,Female,40,0,41000
41, Self-emp-not-inc, Masters,14,Married, Sales, Wife,White,Female,35,1,68831
65, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,40,1,108835
40, Private, Bachelors,13,Not Married, Sales, Not-in-family,White,Male,53,0,37970
26, ?, Bachelors,13,Married, ?, Wife,White,Female,20,0,37373
31, Private, Some-college,10,Not Married, Protective-serv, Not-in-family,White,Male,40,0,43386
28, Private, Some-college,10,Not Married, Exec-managerial, Not-in-family,White,Female,40,0,30737
71, Private, HS-grad,9,Married, Sales, Husband,White,Male,52,0,30701
25, Local-gov, Bachelors,13,Not Married, Adm-clerical, Not-in-family,White,Female,40,0,30615
25, Private, 7th-8th,4,Married, Craft-repair, Husband,White,Male,60,0,44061
19, ?, Some-college,10,Married, ?, Wife,White,Female,30,0,30648
36, Self-emp-not-inc, Prof-school,15,Married, Craft-repair, Husband,White,Male,60,0,33676
56, Private, HS-grad,9,Married, Machine-op-inspct, Husband,White,Male,40,0,30653
34, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,40,0,30603
39, Private, Bachelors,13,Married, Craft-repair, Husband,White,Male,40,1,119620
31, Private, Prof-school,15,Not Married, Prof-specialty, Not-in-family,White,Female,45,1,109391
22, Private, HS-grad,9,Not Married, Adm-clerical, Own-child,White,Female,20,0,39946
44, Private, Some-college,10,Not Married, Craft-repair, Not-in-family,White,Male,38,0,30694
60, Self-emp-not-inc, HS-grad,9,Married, Sales, Husband,White,Male,45,0,30692
65, Private, 11th,7,Not Married, Machine-op-inspct, Other-relative,White,Male,40,0,30635
44, Private, Some-college,10,Married, Sales, Husband,White,Male,50,1,125389
53, Local-gov, HS-grad,9,Not Married, Exec-managerial, Not-in-family,White,Male,40,0,45071
28, Private, HS-grad,9,Married, Transport-moving, Husband,White,Male,40,0,30663
41, Private, Bachelors,13,Not Married, Exec-managerial, Unmarried,White,Female,45,0,35418
40, Self-emp-inc, HS-grad,9,Not Married, Adm-clerical, Unmarried,White,Female,15,0,30692
35, Private, 11th,7,Married, Sales, Wife,White,Female,40,0,44315
41, Self-emp-inc, 9th,5,Married, Sales, Wife,White,Female,70,0,35974
28, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,35,0,30555
53, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,0,30606
26, Private, Some-college,10,Not Married, Other-service, Own-child,White,Female,45,0,30594
28, Local-gov, HS-grad,9,Not Married, Transport-moving, Own-child, Black,Female,40,0,30643
27, Private, Some-college,10,Not Married, Craft-repair, Unmarried,White,Female,40,0,34536
27, Private, HS-grad,9,Not Married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo,Female,8,0,30668
26, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,123249
53, Private, HS-grad,9,Married, Sales, Not-in-family,White,Female,35,0,41220
34, Private, HS-grad,9,Married, Craft-repair, Husband,White,Male,40,1,111324
50, Self-emp-inc, Masters,14,Not Married, Prof-specialty, Not-in-family, Black,Male,50,0,36640
30, Private, HS-grad,9,Not Married, Adm-clerical, Unmarried, Black,Female,62,0,30599
47, Private, HS-grad,9,Not Married, Craft-repair, Unmarried, Black,Male,40,0,41633
27, ?, HS-grad,9,Not Married, ?, Not-in-family,White,Male,40,0,30606
55, Federal-gov, Some-college,10,Married, Adm-clerical, Husband,White,Male,40,0,30676
21, Private, Some-college,10,Not Married, Other-service, Own-child,White,Female,29,0,30648
35, Private, Some-college,10,Not Married, Transport-moving, Own-child,White,Male,40,0,30722
31, Self-emp-not-inc, 12th,8,Married, Sales, Wife, Asian-Pac-Islander,Female,50,0,30673
39, Self-emp-inc, Masters,14,Married, Exec-managerial, Husband,White,Male,60,1,117711
30, Private, Bachelors,13,Married, Exec-managerial, Husband,White,Male,55,0,30555
39, Private, HS-grad,9,Married, Transport-moving, Husband, Black,Male,40,1,73586
19, Private, Some-college,10,Not Married, Sales, Own-child,White,Female,20,0,46636
25, ?, HS-grad,9,Married, ?, Not-in-family,White,Male,40,0,30749
57, Self-emp-not-inc, HS-grad,9,Married, Other-service, Husband,White,Male,60,0,37882
21, Private, Some-college,10,Not Married, Prof-specialty, Other-relative, Asian-Pac-Islander,Female,20,0,35369
30, ?, 7th-8th,4,Married, ?, Not-in-family,White,Female,44,0,30602
25, Self-emp-not-inc, Some-college,10,Not Married, Other-service, Not-in-family,White,Female,22,0,39377
32, Private, Assoc-voc,11,Married, Transport-moving, Husband,White,Male,45,1,53232
26, Private, HS-grad,9,Not Married, Craft-repair, Unmarried, Black,Female,40,0,30574
42, Private, Some-college,10,Married, Machine-op-inspct, Husband,White,Male,40,0,35454
39, Self-emp-not-inc, Some-college,10,Not Married, Sales, Unmarried,White,Male,47,0,45228
48, Private, Bachelors,13,Not Married, Priv-house-serv, Not-in-family,White,Female,44,0,46038
24, Private, Some-college,10,Not Married, Other-service, Unmarried, Black,Female,35,0,30600
46, Private, Assoc-voc,11,Married, Craft-repair, Husband, Black,Male,40,1,53206
53, Private, Some-college,10,Married, Sales, Husband,White,Male,25,0,30666
36, Federal-gov, Some-college,10,Married, Adm-clerical, Husband,White,Male,70,0,30711
34, Private, HS-grad,9,Not Married, Craft-repair, Unmarried,White,Male,45,0,30583
